SYMBOL	fold
GEMIN7	4
GEMIN8	6
GEN1	0
GET1	2
GET3	2
GET4	7
GFER	4
GFM1	5
GFM2	8
GFOD1	1
GFOD2	4
GFPT1	7
GFPT2	7
GFRA1	0
GGA1	0
GGA2	3
GGA3	0
GGCT	1
GGCX	6
GGH	9
GGNBP2	3
GGPS1	6
GGT7	2
GHDC	0
GHITM	3
GID4	3
GID8	4
GIGYF1	3
GIGYF2	2
GIN1	9
GINM1	8
GINS1	0
GINS2	0
GINS3	2
GINS4	4
GIPC1	8
GIT1	2
GIT2	8
GJA1	2
GJB2	7
GJC1	8
GJD3	6
GK	6
GK5	3
GKAP1	1
GLA	4
GLB1	5
GLB1L	1
GLB1L2	6
GLCCI1	0
GLCE	2
GLDC	0
GLE1	2
GLG1	7
GLI2	4
GLI3	9
GLI4	3
GLIPR1	4
GLIPR2	3
GLIS2	8
GLMN	1
GLMP	5
GLO1	5
GLOD4	7
GLRB	9
GLRX	6
GLRX2	9
GLRX3	3
GLRX5	0
GLS	8
GLT8D1	7
GLT8D2	9
GLTP	2
GLUD1	3
GLUL	7
GLYCTK	4
GLYR1	9
GM2A	7
GMCL1	0
GMDS	2
GMEB1	8
GMEB2	6
GMFB	0
GMIP	3
GMNN	7
GMPPA	2
GMPPB	2
GMPR	3
GMPR2	2
GMPS	1
GNA11	0
GNA12	3
GNA13	8
GNAI1	4
GNAI2	3
GNAI3	8
GNAL	3
GNAO1	2
GNAQ	2
GNAS	0
GNAZ	6
GNB1	8
GNB1L	5
GNB2	3
GNB4	2
GNB5	0
GNE	9
GNG10	1
GNG11	6
GNG12	9
GNG2	8
GNG4	1
GNG5	4
GNG7	8
GNL1	6
GNL2	6
GNL3	9
GNL3L	3
GNPAT	8
GNPDA1	2
GNPDA2	9
GNPNAT1	6
GNPTAB	1
GNPTG	6
GNS	6
GOLGA1	8
GOLGA2	5
GOLGA3	8
GOLGA4	3
GOLGA5	0
GOLGA7	3
GOLGB1	0
GOLIM4	0
GOLM1	2
GOLPH3	7
GOLPH3L	0
GOLT1B	5
GON4L	5
GON7	9
GOPC	7
GORAB	3
GORASP1	7
GORASP2	6
GOSR1	6
GOSR2	0
GOT1	4
GOT2	4
GPAA1	4
GPALPP1	3
GPAM	0
GPANK1	3
GPAT3	0
GPAT4	2
GPATCH1	9
GPATCH11	6
GPATCH2	9
GPATCH2L	7
GPATCH3	5
GPATCH4	9
GPATCH8	2
GPBP1	0
GPBP1L1	6
GPC1	0
GPC2	6
GPC3	2
GPC4	6
GPC6	0
GPCPD1	5
GPD1L	6
GPD2	0
GPHN	4
GPI	0
GPKOW	0
GPM6A	9
GPM6B	7
GPN1	3
GPN2	0
GPN3	6
GPNMB	5
GPR1	0
GPR107	3
GPR108	8
GPR137	1
GPR137B	3
GPR137C	9
GPR155	4
GPR157	2
GPR161	2
GPR176	9
GPR180	9
GPR27	6
GPR3	3
GPR37	7
GPRASP2	9
GPRC5A	9
GPRC5B	0
GPRC5C	4
GPRIN1	9
GPRIN3	4
GPS1	4
GPS2	5
GPSM1	2
GPSM2	9
GPT2	3
GPX3	4
GPX4	6
GPX7	5
GPX8	4
GRAMD1A	8
GRAMD1B	9
GRAMD1C	8
GRAMD2B	6
GRAMD4	8
GRB10	1
GRB14	6
GRB2	9
GRB7	8
GREB1	0
GREB1L	7
GRHL1	4
GRHPR	3
GRINA	7
GRIP1	0
GRIPAP1	5
GRK2	1
GRK3	2
GRK5	9
GRK6	4
GRN	7
GRPEL1	5
GRPEL2	6
GRSF1	4
GRTP1	3
GRWD1	7
GSDMD	4
GSDME	1
GSE1	0
GSK3A	9
GSK3B	5
GSKIP	2
GSN	4
GSPT1	5
GSPT2	2
GSR	7
GSS	4
GSTA4	8
GSTCD	5
GSTK1	1
GSTM1	1
GSTM2	2
GSTM3	9
GSTM4	5
GSTO1	6
GSTO2	1
GSTP1	0
GSTT2B	6
GSTZ1	9
GTDC1	5
GTF2A1	0
GTF2A2	0
GTF2B	1
GTF2E1	1
GTF2E2	8
GTF2F1	4
GTF2F2	4
GTF2H1	2
GTF2H2	5
GTF2H2C	2
GTF2H3	3
GTF2H4	0
GTF2H5	6
GTF2I	1
GTF2IRD1	6
GTF3A	0
GTF3C1	1
GTF3C2	4
GTF3C3	9
GTF3C4	8
GTF3C5	6
GTF3C6	2
GTPBP1	2
GTPBP10	9
GTPBP2	2
GTPBP3	9
GTPBP4	3
GTPBP6	1
GTPBP8	1
GTSE1	9
GUCD1	6
GUCY1A2	4
GUCY1B1	0
GUF1	0
GUK1	6
GULP1	3
GUSB	8
GXYLT1	6
GXYLT2	1
GYG1	3
GYG2	1
GYPC	7
GYS1	2
GZF1	9
H1.0	8
H1.1	8
H1.10	2
H1.3	2
H2AC13	8
H2AJ	9
H2AX	5
H2AZ1	4
H2AZ2	7
H2BC6	6
H3.3A	2
H3.3B	0
H3C11	2
H6PD	7
HABP4	5
HACD1	4
HACD2	5
HACD3	7
HACE1	1
HACL1	4
HADH	8
HADHA	4
HADHB	1
HAGH	0
HAGHL	4
HAPLN3	9
HARBI1	6
HARS1	6
HARS2	3
HAS3	1
HASPIN	1
HAT1	0
HAUS1	4
HAUS2	9
HAUS3	5
HAUS4	1
HAUS5	2
HAUS6	9
HAUS8	1
HAX1	8
HBEGF	2
HBP1	8
HBS1L	3
HCCS	8
HCFC1	4
HCFC1R1	8
HCFC2	0
HCN2	7
HDAC1	1
HDAC10	9
HDAC11	7
HDAC2	3
HDAC3	4
HDAC4	6
HDAC5	6
HDAC6	6
HDAC7	3
HDAC8	6
HDAC9	8
HDDC2	2
HDDC3	1
HDGF	7
HDGFL2	6
HDGFL3	5
HDHD2	6
HDHD3	8
HDHD5	9
HDLBP	6
HDX	5
HEATR1	3
HEATR3	7
HEATR5A	8
HEATR5B	7
HEATR6	7
HEBP1	3
HEBP2	4
HECA	5
HECTD1	4
HECTD2	5
HECTD3	0
HECTD4	9
HECW2	6
HEG1	6
HELB	4
HELLS	7
HELQ	3
HELZ	0
HELZ2	8
HEMK1	7
HENMT1	7
HERC1	7
HERC2	8
HERC4	8
HERC5	4
HERC6	0
HERPUD1	3
HERPUD2	9
HES1	1
HES4	7
HES6	8
HEXA	3
HEXB	0
HEXD	7
HEXIM1	1
HEXIM2	6
HEY1	8
HEY2	1
HEYL	1
HFE	1
HGH1	4
HGS	1
HGSNAT	5
HHAT	0
HHEX	7
HHLA3	8
HIBADH	4
HIBCH	1
HIC2	8
HID1	7
HIF1A	4
HIF1AN	6
HIGD1A	6
HIGD2A	4
HIKESHI	9
HILPDA	3
HINFP	9
HINT1	2
HINT2	6
HINT3	9
HIP1	8
HIP1R	3
HIPK1	9
HIPK2	5
HIPK3	4
HIRA	8
HIRIP3	2
HIVEP1	8
HIVEP2	2
HJURP	4
HK1	5
HK2	3
HLA.A	0
HLA.B	7
HLA.C	5
HLA.DMA	2
HLA.DMB	3
HLA.DPA1	7
HLA.DPB1	7
HLA.DQB1	6
HLA.DRB1	4
HLA.E	6
HLA.F	0
HLCS	4
HLTF	9
HLX	1
HM13	5
HMBOX1	1
HMBS	1
HMCES	1
HMG20A	0
HMG20B	7
HMGA1	2
HMGA2	5
HMGB1	5
HMGB2	3
HMGB3	7
HMGCL	3
HMGCR	9
HMGCS1	8
HMGN1	6
HMGN2	1
HMGN3	7
HMGN4	8
HMGN5	4
HMGXB3	7
HMGXB4	1
HMMR	2
HMOX1	8
HMOX2	5
HNMT	5
HNRNPA0	9
HNRNPA1	0
HNRNPA2B1	0
HNRNPA3	0
HNRNPAB	0
HNRNPC	6
HNRNPD	7
HNRNPDL	1
HNRNPF	5
HNRNPH1	6
HNRNPH2	7
HNRNPH3	4
HNRNPK	4
HNRNPL	3
HNRNPLL	2
HNRNPM	6
HNRNPR	9
HNRNPU	5
HNRNPUL1	8
HNRNPUL2	7
HOMER1	9
HOMER2	4
HOMER3	0
HOMEZ	8
HOOK1	0
HOOK2	4
HOOK3	8
HOXA1	3
HOXA10	5
HOXA11	7
HOXA13	5
HOXA4	0
HOXA5	4
HOXA7	1
HOXA9	3
HOXB13	1
HOXB2	4
HOXB4	1
HOXB6	8
HOXB7	8
HOXB9	7
HOXC10	9
HOXC11	2
HOXC13	3
HOXC4	9
HOXC6	0
HOXC8	0
HOXC9	7
HOXD8	0
HP1BP3	8
HPCAL1	2
HPF1	6
HPGD	4
HPRT1	8
HPS1	4
HPS3	8
HPS4	4
HPS5	3
HPS6	3
HPSE	3
HRAS	3
HRH1	3
HROB	2
HS1BP3	2
HS2ST1	3
HS6ST1	6
HS6ST2	4
HSBP1	0
HSBP1L1	6
HSCB	6
HSD11B1L	8
HSD17B1	4
HSD17B10	9
HSD17B11	7
HSD17B12	3
HSD17B14	4
HSD17B4	6
HSD17B6	0
HSD17B7	0
HSD17B8	3
HSD3B7	4
HSDL1	7
HSDL2	8
HSF1	3
HSF2	3
HSP90AA1	2
HSP90AB1	9
HSP90B1	2
HSPA12A	8
HSPA13	6
HSPA14	2
HSPA1A	2
HSPA1B	9
HSPA1L	7
HSPA2	9
HSPA4	7
HSPA4L	9
HSPA5	0
HSPA8	1
HSPA9	5
HSPB1	6
HSPB11	3
HSPB8	0
HSPBAP1	0
HSPBP1	5
HSPD1	9
HSPE1	3
HSPG2	6
HSPH1	5
HTATIP2	2
HTATSF1	1
HTRA1	4
HTRA2	2
HTRA3	0
HTT	5
HUNK	3
HUS1	8
HUWE1	7
HYAL2	6
HYAL3	7
HYI	8
HYKK	7
HYLS1	2
HYOU1	7
HYPK	0
IAH1	4
IARS1	9
IARS2	8
IBA57	8
IBTK	3
ICA1	5
ICA1L	8
ICAM1	9
ICAM2	5
ICAM3	3
ICAM5	8
ICE1	2
ICE2	2
ICMT	1
ID1	4
ID2	6
ID3	9
ID4	1
IDE	9
IDH1	5
IDH2	6
IDH3A	7
IDH3B	5
IDH3G	8
IDI1	8
IDNK	9
IDS	7
IDUA	8
IER2	9
IER3	2
IER5	0
IER5L	9
IFFO1	6
IFFO2	6
IFI16	0
IFI27	1
IFI27L1	8
IFI27L2	5
IFI35	8
IFI44	1
IFI44L	7
IFI6	2
IFIH1	3
IFIT1	3
IFIT2	6
IFIT3	3
IFIT5	3
IFITM1	9
IFITM2	8
IFITM3	5
IFNAR1	2
IFNGR1	2
IFNGR2	0
IFNLR1	3
IFRD1	9
IFRD2	3
IFT122	9
IFT140	6
IFT172	7
IFT20	8
IFT22	3
IFT27	4
IFT43	4
IFT46	4
IFT52	4
IFT57	7
IFT74	2
IFT80	2
IFT81	1
IFT88	5
IFTAP	0
IGBP1	5
IGF1R	3
IGF2BP1	3
IGF2BP2	8
IGF2BP3	3
IGF2R	1
IGFBP2	4
IGFBP3	0
IGFBP4	2
IGFBP5	4
IGFBP6	5
IGFBP7	0
IGFBPL1	2
IGHMBP2	1
IGSF3	7
IGSF8	1
IK	4
IKBIP	3
IKBKB	8
IKBKE	2
IKBKG	7
IKZF2	0
IKZF5	4
IL11	8
IL11RA	4
IL13RA1	5
IL15RA	8
IL17RA	3
IL17RB	8
IL17RC	6
IL17RD	7
IL18	5
IL1R1	7
IL1RAP	7
IL27RA	1
IL32	8
IL4R	6
IL6R	5
IL6ST	1
IL7R	9
ILF2	6
ILF3	0
ILK	3
ILKAP	8
ILRUN	5
ILVBL	9
IMMP1L	2
IMMP2L	8
IMMT	5
IMP3	9
IMP4	0
IMPA1	3
IMPA2	0
IMPACT	7
IMPAD1	1
IMPDH1	8
IMPDH2	1
INA	1
INAFM1	1
INAFM2	0
INAVA	2
INCENP	5
INF2	0
ING1	1
ING2	9
ING3	7
ING4	5
ING5	9
INHBA	9
INIP	5
INKA2	0
INO80	6
INO80C	8
INO80D	9
INO80E	0
INPP1	5
INPP4A	2
INPP4B	3
INPP5A	2
INPP5B	6
INPP5E	9
INPP5F	0
INPP5J	9
INPP5K	6
INPPL1	9
INSIG1	8
INSIG2	7
INSR	0
INTS1	4
INTS10	4
INTS11	9
INTS12	3
INTS13	0
INTS14	9
INTS2	9
INTS3	1
INTS4	1
INTS5	0
INTS6	7
INTS6L	3
INTS7	6
INTS8	6
INTS9	6
INTU	0
INVS	5
IP6K1	3
IP6K2	2
IPMK	5
IPO11	7
IPO13	1
IPO4	0
IPO5	1
IPO7	0
IPO8	2
IPO9	7
IPP	8
IPPK	3
IQCB1	1
IQCC	3
IQCE	6
IQCG	3
IQCK	6
IQGAP1	8
IQGAP2	5
IQGAP3	5
IQSEC1	8
IQSEC2	0
IRAK1	7
IRAK1BP1	4
IRAK2	5
IRAK4	6
IREB2	6
IRF1	5
IRF2	2
IRF2BP1	3
IRF2BP2	0
IRF2BPL	9
IRF3	7
IRF5	3
IRF7	6
IRF8	6
IRGQ	4
IRS1	4
IRS2	3
IRX3	1
IRX5	9
ISCA1	8
ISCA2	6
ISCU	6
ISG15	2
ISG20	2
ISG20L2	9
ISL2	0
ISOC1	8
ISOC2	2
IST1	5
ISYNA1	1
ITCH	3
ITFG1	3
ITFG2	2
ITGA1	2
ITGA2	7
ITGA3	8
ITGA4	6
ITGA5	6
ITGA6	2
ITGA7	4
ITGAE	6
ITGAV	6
ITGB1	7
ITGB1BP1	2
ITGB3	6
ITGB3BP	6
ITGB4	0
ITGB5	6
ITGB8	0
ITGBL1	5
ITM2B	8
ITM2C	5
ITPA	1
ITPK1	2
ITPKA	9
ITPKB	9
ITPKC	3
ITPR1	1
ITPR2	1
ITPR3	0
ITPRID2	7
ITPRIP	0
ITPRIPL2	6
ITSN1	7
ITSN2	5
IVD	1
IVNS1ABP	3
IWS1	7
JADE1	8
JADE2	1
JADE3	7
JAG1	4
JAG2	2
JAGN1	8
JAK1	1
JAK2	8
JAM2	1
JAM3	6
JARID2	5
JAZF1	5
JCAD	8
JDP2	7
JKAMP	9
JMJD1C	1
JMJD4	9
JMJD6	4
JMJD7	6
JMJD8	0
JMY	5
JOSD1	1
JOSD2	7
JPH1	0
JPT1	6
JPT2	8
JRK	5
JRKL	4
JTB	7
JUN	0
JUNB	4
JUND	5
JUP	0
KANK1	0
KANK2	1
KANSL1	6
KANSL1L	0
KANSL2	8
KANSL3	0
KARS1	3
KAT14	6
KAT2A	2
KAT2B	9
KAT5	1
KAT6A	4
KAT6B	3
KAT7	9
KAT8	8
KATNA1	9
KATNAL1	2
KATNB1	2
KATNBL1	2
KAZALD1	1
KAZN	4
KBTBD11	7
KBTBD2	6
KBTBD3	2
KBTBD4	4
KBTBD6	0
KBTBD7	9
KBTBD8	8
KCMF1	7
KCNAB2	8
KCNG1	5
KCNJ8	7
KCNK1	2
KCNK5	7
KCNK6	2
KCNMA1	9
KCNMB4	7
KCNN4	6
KCNQ5	4
KCTD1	7
KCTD10	9
KCTD11	6
KCTD12	1
KCTD13	9
KCTD14	7
KCTD15	3
KCTD17	3
KCTD18	1
KCTD2	0
KCTD20	5
KCTD21	7
KCTD3	1
KCTD5	2
KCTD6	2
KCTD7	1
KCTD9	5
KDELR1	6
KDELR2	2
KDELR3	4
KDM1A	8
KDM1B	5
KDM2A	5
KDM2B	5
KDM3A	2
KDM3B	8
KDM4A	9
KDM4B	2
KDM4C	4
KDM4D	0
KDM5A	8
KDM5B	7
KDM5C	6
KDM6A	3
KDM6B	5
KDM7A	5
KDM8	2
KDSR	8
KEAP1	1
KHDC4	8
KHDRBS1	1
KHDRBS3	1
KHK	1
KHNYN	1
KHSRP	3
KIAA0040	5
KIAA0100	9
KIAA0232	8
KIAA0319L	3
KIAA0355	6
KIAA0513	1
KIAA0556	9
KIAA0586	2
KIAA0753	7
KIAA0895	7
KIAA0895L	7
KIAA0930	7
KIAA1109	0
KIAA1143	2
KIAA1191	2
KIAA1217	3
KIAA1324	3
KIAA1324L	6
KIAA1328	7
KIAA1522	3
KIAA1549	7
KIAA1586	6
KIAA1671	1
KIAA1841	9
KIAA1958	8
KIAA2013	7
KIAA2026	1
KIDINS220	7
KIF11	2
KIF13A	8
KIF13B	0
KIF14	2
KIF15	9
KIF16B	4
KIF18A	3
KIF18B	7
KIF1A	0
KIF1B	1
KIF1C	3
KIF20A	2
KIF20B	9
KIF21A	5
KIF22	0
KIF23	2
KIF24	0
KIF26A	0
KIF27	9
KIF2A	0
KIF2C	4
KIF3A	4
KIF3B	3
KIF3C	7
KIF4A	9
KIF5A	2
KIF5B	5
KIF5C	4
KIF7	3
KIF9	4
KIFAP3	2
KIFBP	8
KIFC1	0
KIFC2	6
KIFC3	8
KIN	6
KIRREL1	0
KIT	2
KITLG	3
KIZ	6
KLC2	7
KLC4	7
KLF10	2
KLF11	9
KLF12	6
KLF13	4
KLF15	2
KLF16	6
KLF2	7
KLF3	7
KLF4	5
KLF5	2
KLF6	0
KLF7	1
KLF9	7
KLHDC10	8
KLHDC2	4
KLHDC3	9
KLHDC4	1
KLHDC8B	7
KLHL11	4
KLHL12	9
KLHL13	3
KLHL15	9
KLHL17	9
KLHL18	9
KLHL2	7
KLHL20	6
KLHL21	3
KLHL22	8
KLHL23	6
KLHL24	3
KLHL25	6
KLHL26	3
KLHL28	7
KLHL29	0
KLHL36	4
KLHL4	6
KLHL42	9
KLHL5	2
KLHL7	0
KLHL8	5
KLHL9	2
KMT2A	3
KMT2B	9
KMT2C	1
KMT2D	3
KMT2E	5
KMT5A	6
KMT5B	8
KMT5C	9
KNL1	9
KNOP1	7
KNSTRN	6
KNTC1	5
KPNA1	0
KPNA2	6
KPNA3	7
KPNA4	0
KPNA5	1
KPNA6	0
KPNB1	0
KPTN	6
KRAS	3
KRBA1	4
KRBOX4	4
KRCC1	0
KREMEN1	6
KREMEN2	6
KRI1	3
KRIT1	7
KRR1	3
KRT10	0
KRT17	7
KRT18	3
KRT19	1
KRT7	4
KRT8	6
KRT80	4
KRTCAP2	7
KSR1	6
KTI12	6
KTN1	1
KXD1	8
KYAT3	4
KYNU	8
L1CAM	8
L2HGDH	8
L3HYPDH	7
L3MBTL2	0
L3MBTL3	7
LACC1	4
LACTB	1
LACTB2	7
LAGE3	6
LAMA1	5
LAMA3	5
LAMA4	8
LAMA5	6
LAMB1	4
LAMB2	9
LAMB3	3
LAMC1	0
LAMC2	7
LAMP1	5
LAMP2	5
LAMP3	3
LAMTOR1	3
LAMTOR2	5
LAMTOR3	6
LAMTOR4	8
LAMTOR5	7
LANCL1	5
LANCL2	5
LAP3	4
LAPTM4A	3
LAPTM4B	5
LARGE1	7
LARGE2	0
LARP1	2
LARP1B	2
LARP4	5
LARP4B	4
LARP6	5
LARP7	2
LARS1	0
LARS2	0
LAS1L	1
LASP1	4
LATS1	7
LATS2	9
LAYN	6
LBH	6
LBR	6
LCA5	5
LCLAT1	0
LCMT1	4
LCMT2	4
LCOR	3
LCORL	5
LCP1	0
LDAH	9
LDB1	8
LDHA	4
LDHB	6
LDHD	5
LDLR	2
LDLRAD3	5
LDLRAP1	4
LDOC1	8
LEF1	9
LEMD2	6
LEMD3	2
LENG1	3
LENG8	3
LENG9	2
LEO1	8
LEPR	5
LEPROT	7
LEPROTL1	1
LETM1	3
LETM2	6
LETMD1	0
LFNG	2
LGALS1	2
LGALS3	7
LGALS3BP	0
LGALS8	0
LGALSL	8
LGMN	0
LGR4	1
LGR5	6
LHFPL2	7
LHFPL6	2
LHPP	8
LIAS	9
LIF	3
LIFR	0
LIG1	5
LIG3	5
LIG4	1
LIMA1	0
LIMCH1	2
LIMD1	8
LIMD2	6
LIMK1	2
LIMK2	7
LIMS1	3
LIMS2	5
LIN28B	9
LIN52	3
LIN54	9
LIN7A	8
LIN7B	6
LIN7C	0
LIN9	1
LINS1	3
LIPA	5
LIPE	6
LIPG	5
LIPH	3
LIPT1	2
LIPT2	5
LITAF	7
LIX1L	6
LLGL1	8
LLGL2	5
LLPH	4
LMAN1	4
LMAN2	5
LMAN2L	4
LMBR1	7
LMBR1L	6
LMBRD1	8
LMBRD2	5
LMCD1	2
LMF1	3
LMF2	7
LMLN	7
LMNA	5
LMNB1	7
LMNB2	3
LMO2	6
LMO4	0
LMO7	2
LMTK2	8
LNPEP	7
LNPK	9
LNX1	7
LNX2	4
LONP1	4
LONP2	1
LONRF1	8
LONRF2	3
LONRF3	9
LOX	9
LOXL1	7
LOXL2	8
LOXL3	8
LOXL4	0
LPAR1	0
LPAR2	2
LPCAT1	0
LPCAT2	4
LPCAT3	4
LPCAT4	6
LPGAT1	4
LPIN1	7
LPIN2	4
LPIN3	5
LPL	9
LPP	0
LPXN	8
LRATD2	8
LRBA	9
LRCH1	8
LRCH2	7
LRCH3	4
LRCH4	4
LRFN1	9
LRFN3	1
LRFN4	7
LRIF1	1
LRIG1	3
LRIG2	0
LRIG3	6
LRMDA	6
LRP1	5
LRP10	8
LRP11	1
LRP12	8
LRP3	5
LRP4	0
LRP5	5
LRP6	8
LRP8	8
LRPAP1	6
LRPPRC	4
LRR1	8
LRRC1	2
LRRC14	7
LRRC20	5
LRRC23	3
LRRC27	2
LRRC28	9
LRRC3	2
LRRC34	6
LRRC37B	6
LRRC40	5
LRRC41	2
LRRC42	2
LRRC45	6
LRRC47	9
LRRC49	6
LRRC58	4
LRRC59	0
LRRC61	5
LRRC75B	6
LRRC8A	5
LRRC8B	9
LRRC8C	5
LRRC8D	9
LRRC8E	8
LRRCC1	8
LRRFIP1	9
LRRFIP2	5
LRRK1	8
LRRN1	4
LRRN2	1
LRSAM1	7
LRWD1	1
LSG1	7
LSM1	4
LSM10	6
LSM11	5
LSM12	1
LSM14A	5
LSM14B	9
LSM2	1
LSM3	3
LSM4	3
LSM5	6
LSM6	1
LSM7	2
LSM8	0
LSP1	0
LSR	8
LSS	9
LTA4H	5
LTBP1	7
LTBP2	1
LTBP3	4
LTBP4	4
LTBR	2
LTN1	8
LTO1	6
LTV1	8
LUC7L	9
LUC7L2	7
LUC7L3	5
LUM	0
LURAP1L	8
LUZP1	1
LXN	0
LY6E	2
LY6K	2
LY96	5
LYAR	8
LYN	6
LYPD6	0
LYPLA1	3
LYPLA2	2
LYPLAL1	9
LYRM1	9
LYRM2	1
LYRM4	1
LYRM7	2
LYSMD1	8
LYSMD2	0
LYSMD3	7
LYSMD4	9
LYST	3
LZIC	1
LZTFL1	1
LZTR1	8
LZTS1	0
LZTS2	7
LZTS3	6
M6PR	1
MAB21L1	2
MACF1	7
MACIR	0
MACO1	9
MACROD1	9
MACROH2A1	2
MACROH2A2	5
MAD2L1	7
MAD2L1BP	8
MAD2L2	2
MADD	6
MAEA	8
MAF	4
MAF1	2
MAFB	4
MAFF	4
MAFG	5
MAFK	2
MAGEA6	2
MAGED1	8
MAGED2	5
MAGEE1	5
MAGEF1	0
MAGEH1	7
MAGI1	1
MAGI3	8
MAGOH	6
MAGOHB	5
MAGT1	9
MAIP1	5
MAK16	2
MAL2	7
MALL	0
MALSU1	8
MALT1	1
MAMDC2	5
MAML1	2
MAML2	7
MAML3	1
MAMLD1	8
MAN1A1	1
MAN1A2	8
MAN1B1	3
MAN1C1	0
MAN2A1	1
MAN2A2	1
MAN2B1	2
MAN2B2	7
MAN2C1	0
MANBA	6
MANBAL	5
MANEA	3
MANEAL	0
MANF	3
MANSC1	1
MAOA	7
MAOB	4
MAP11	4
MAP1A	3
MAP1B	4
MAP1LC3A	0
MAP1LC3B	7
MAP1S	4
MAP2	9
MAP2K1	8
MAP2K2	0
MAP2K3	8
MAP2K4	8
MAP2K5	6
MAP2K6	0
MAP2K7	3
MAP3K1	9
MAP3K11	8
MAP3K12	7
MAP3K14	8
MAP3K2	7
MAP3K20	3
MAP3K21	0
MAP3K3	6
MAP3K4	2
MAP3K5	2
MAP3K6	6
MAP3K7	7
MAP3K8	6
MAP3K9	4
MAP4	1
MAP4K2	2
MAP4K3	4
MAP4K4	8
MAP4K5	7
MAP6D1	4
MAP7	1
MAP7D1	9
MAP7D2	7
MAP7D3	1
MAP9	4
MAPK1	2
MAPK11	7
MAPK12	4
MAPK13	8
MAPK14	8
MAPK1IP1L	0
MAPK3	5
MAPK6	1
MAPK7	7
MAPK8	6
MAPK8IP1	3
MAPK8IP2	3
MAPK8IP3	1
MAPK9	6
MAPKAP1	7
MAPKAPK2	5
MAPKAPK3	4
MAPKAPK5	2
MAPKBP1	0
MAPRE1	1
MAPRE2	5
MAPRE3	0
MAPT	9
MARCHF2	1
MARCHF3	3
MARCHF5	7
MARCHF6	5
MARCHF7	2
MARCHF8	0
MARCHF9	0
MARCKS	3
MARCKSL1	1
MARF1	7
MARK1	2
MARK2	8
MARK3	2
MARK4	8
MARS1	6
MARS2	1
MARVELD1	4
MARVELD2	3
MAST2	0
MAST3	4
MAST4	5
MASTL	0
MAT2A	0
MAT2B	8
MATN2	8
MATN3	3
MAU2	8
MAVS	6
MAX	7
MAZ	6
MB21D2	7
MBD1	3
MBD2	3
MBD3	7
MBD4	4
MBD6	9
MBIP	7
MBLAC1	0
MBLAC2	1
MBNL1	8
MBNL2	1
MBNL3	3
MBOAT1	4
MBOAT2	8
MBOAT7	1
MBP	9
MBTD1	6
MBTPS1	8
MBTPS2	7
MCAM	5
MCAT	9
MCC	9
MCCC1	9
MCCC2	5
MCEE	8
MCF2L	8
MCFD2	8
MCIDAS	4
MCL1	6
MCM10	4
MCM2	6
MCM3	5
MCM3AP	3
MCM4	0
MCM5	0
MCM6	0
MCM7	3
MCM9	4
MCMBP	0
MCOLN1	5
MCOLN2	9
MCOLN3	9
MCPH1	0
MCRIP1	6
MCRIP2	8
MCRS1	2
MCTP1	4
MCTP2	0
MCTS1	4
MCTS2P	5
MCU	1
MCUB	4
MCUR1	9
MDC1	4
MDFI	6
MDFIC	7
MDH1	5
MDH2	5
MDK	6
MDM1	9
MDM2	3
MDM4	8
MDN1	4
MDP1	8
ME1	8
ME2	1
ME3	0
MEA1	9
MEAF6	6
MEAK7	3
MECOM	6
MECP2	5
MECR	6
MED1	3
MED10	6
MED11	5
MED12	5
MED13	1
MED13L	8
MED14	2
MED15	8
MED16	0
MED17	6
MED18	2
MED19	8
MED20	1
MED21	3
MED22	9
MED23	6
MED24	5
MED25	8
MED26	5
MED27	5
MED28	4
MED29	5
MED30	3
MED31	4
MED4	0
MED6	8
MED7	3
MED8	7
MED9	2
MEF2A	0
MEF2C	3
MEF2D	5
MEGF6	9
MEGF8	6
MEGF9	1
MEIS1	2
MEIS2	6
MEIS3	9
MELK	5
MELTF	4
MEMO1	1
MEN1	6
MEPCE	8
MERTK	9
MESD	5
MESP1	0
MEST	4
MET	5
METAP1	0
METAP1D	4
METAP2	2
METRN	6
METRNL	4
METTL1	9
METTL14	8
METTL15	6
METTL16	1
METTL17	6
METTL18	3
METTL21A	8
METTL22	6
METTL23	8
METTL25	7
METTL26	9
METTL27	1
METTL2A	1
METTL2B	0
METTL3	2
METTL4	5
METTL5	2
METTL6	1
METTL7A	7
METTL7B	1
METTL8	1
METTL9	9
MEX3A	5
MEX3B	0
MEX3C	7
MEX3D	3
MFAP1	0
MFAP2	6
MFAP3	5
MFAP3L	9
MFAP4	5
MFF	4
MFGE8	6
MFHAS1	5
MFN1	3
MFN2	2
MFSD1	1
MFSD10	5
MFSD11	0
MFSD12	0
MFSD13A	4
MFSD14B	0
MFSD2A	3
MFSD3	2
MFSD4B	7
MFSD5	8
MFSD6	3
MFSD8	0
MFSD9	9
MGA	8
MGARP	4
MGAT1	2
MGAT2	9
MGAT4A	8
MGAT4B	5
MGAT5	1
MGAT5B	2
MGLL	7
MGME1	8
MGMT	9
MGRN1	0
MGST1	4
MGST2	2
MGST3	3
MIA2	4
MIA3	2
MIB1	2
MIB2	6
MICA	0
MICAL1	0
MICAL2	6
MICAL3	4
MICALL1	1
MICALL2	0
MICB	1
MICOS10	4
MICOS13	9
MICU1	6
MICU2	7
MICU3	4
MID1	1
MID1IP1	8
MID2	2
MIDEAS	8
MIDN	7
MIEF1	6
MIEF2	6
